ORIGSYSREF,BBSTATUS,FTBIND,ORDERDATE,COUNTRYCODE,ORDERS,REVENUE_NET_USD_CONS_CURR,SALESCHANNEL,TP_DATE,TX_DEVICE,CHANNELS,SOURCE,MEDIUM,CAMPAIGN,COEFFICIENTS,TP_WEIGHT,WEIGHTED_COEFFICIENTS,Total_coeff,Normalized_coeff,Normalized_Revenue
ONFU7LY-52W34-8W4,INITIAL,0,06/05/25,US,1,144.94,MO,25/04/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.305687204,2.40E-11,3.48E-09
ONFU7LY-52W34-8W4,UPDATE,0,06/05/25,US,-1,-144.94,MO,06/05/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.305687204,-0.697674419,-101.1209302
ONFU7LY-52W34-8W4,INITIAL,0,06/05/25,US,1,144.94,MO,06/05/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.305687204,0.697674419,101.1209302
ONJH6BU-42L79-1U9,INITIAL,0,17/03/26,US,1,297.66,WB,20/02/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,2.39E-11,0.306930693,91.3609901
ONJH6BU-42L79-1U9,INITIAL,0,17/03/26,US,1,297.66,WB,27/02/26,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,2.39E-11,0.386138614,114.9380198
ONJH6BU-42L79-1U9,INITIAL,0,17/03/26,US,1,297.66,WB,06/03/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,2.39E-11,0.306930693,91.3609901
ONKE7EV-16N93-1C3,INITIAL,0,28/07/25,US,1,241.44,MO,04/07/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.305687204,2.40E-11,5.80E-09
ONKE7EV-16N93-1C3,INITIAL,0,28/07/25,US,1,241.44,MO,18/07/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.305687204,0.302325581,72.99348837
ONKE7EV-16N93-1C3,INITIAL,0,28/07/25,US,1,241.44,MO,18/07/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.305687204,2.40E-11,5.80E-09
ONKE7EV-16N93-1C3,INITIAL,0,28/07/25,US,1,241.44,MO,28/07/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.305687204,0.697674419,168.4465116
ONOR6JM-92E97-3K8,UPDATE,0,06/05/25,US,-1,-795.94,MO,11/04/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.305687204,-2.40E-11,-1.91E-08
ONOR6JM-92E97-3K8,INITIAL,0,06/05/25,US,1,795.94,MO,11/04/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.305687204,0.302325581,240.6330232
ONOR6JM-92E97-3K8,UPDATE,0,06/05/25,US,-1,-795.94,MO,11/04/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.305687204,-3.02E-11,-2.41E-08
ONOR6JM-92E97-3K8,INITIAL,0,06/05/25,US,1,795.94,MO,11/04/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.305687204,3.02E-11,2.41E-08
ONOR6JM-92E97-3K8,INITIAL,0,06/05/25,US,1,795.94,MO,11/04/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.305687204,2.40E-11,1.91E-08
ONOR6JM-92E97-3K8,UPDATE,0,06/05/25,US,-1,-795.94,MO,11/04/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.305687204,-0.302325581,-240.6330232
ONOR6JM-92E97-3K8,UPDATE,0,06/05/25,US,-1,-795.94,MO,18/04/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.305687204,-3.02E-11,-2.41E-08
ONOR6JM-92E97-3K8,INITIAL,0,06/05/25,US,1,795.94,MO,18/04/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.305687204,3.02E-11,2.41E-08
ONOR6JM-92E97-3K8,INITIAL,0,06/05/25,US,1,795.94,MO,25/04/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.305687204,2.40E-11,1.91E-08
ONOR6JM-92E97-3K8,UPDATE,0,06/05/25,US,-1,-795.94,MO,25/04/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.305687204,-2.40E-11,-1.91E-08
ONOR6JM-92E97-3K8,UPDATE,0,06/05/25,US,-1,-795.94,MO,06/05/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.305687204,-0.697674419,-555.3069767
ONOR6JM-92E97-3K8,INITIAL,0,06/05/25,US,1,795.94,MO,06/05/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.305687204,0.697674419,555.3069767
ONXO5QO-97X94-0D3,INITIAL,0,26/06/25,US,1,652.75,TM,10/06/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.134597156,1,652.75
ONXO5QO-97X94-0D3,INITIAL,0,26/06/25,US,1,652.75,TM,13/06/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.134597156,6.87E-11,4.48E-08
ONKY0VE-64K77-2D9,INITIAL,0,06/10/25,US,1,91.9,MO,19/09/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1,0.073459716,0.073459716,1,91.9
ONQB5LC-79Y20-5V9,INITIAL,0,22/04/26,US,1,86.44,MO,22/04/26,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.092417062,1,86.44
13956589,INITIAL,0,26/03/26,US,1,0.01,WB,06/03/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.216589047,3.39E-11,3.39E-13
13956589,INITIAL,0,26/03/26,US,1,0.01,WB,20/03/26,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.216589047,4.27E-11,4.27E-13
13956589,INITIAL,0,26/03/26,US,1,0.01,WB,26/03/26,non-digital,WEB INBOUND,web_inbound,web_inbound,web_inbound,0.077251185,1,0.077251185,0.216589047,0.356671705,0.003566717
13956589,INITIAL,0,26/03/26,US,1,0.01,WB,26/03/26,non-digital,WEB CHAT,web_chat,web_chat,web_chat,0.004739336,1,0.004739336,0.216589047,0.0218817,0.000218817
13956589,INITIAL,0,26/03/26,US,1,0.01,WB,26/03/26,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.216589047,0.621440271,0.006214403
13956589,INITIAL,0,26/03/26,US,1,0.01,WB,26/03/26,non-digital,Direct,(direct),(none),(not set),0.114691943,1.00E-05,1.15E-06,0.216589047,5.30E-06,5.30E-08
13956589,INITIAL,0,26/03/26,US,1,0.01,WB,26/03/26,non-digital,EMAIL_TX,email,transactional,EN-US_TXN_OrderConfirmed,0.022274882,1.00E-05,2.23E-07,0.216589047,1.03E-06,1.03E-08
ONFG6BZ-55I28-0L1,INITIAL,0,08/04/26,US,1,194.45,WB,20/03/26,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.544078346,0.169859842,33.02924618
ONFG6BZ-55I28-0L1,INITIAL,0,08/04/26,US,1,194.45,WB,26/03/26,non-digital,WEB CHAT,web_chat,web_chat,web_chat,0.004739336,1.00E-10,4.74E-13,0.544078346,8.71E-13,1.69E-10
ONFG6BZ-55I28-0L1,INITIAL,0,08/04/26,US,1,194.45,WB,26/03/26,non-digital,WEB INBOUND,web_inbound,web_inbound,web_inbound,0.077251185,1.00E-10,7.73E-12,0.544078346,1.42E-11,2.76E-09
ONFG6BZ-55I28-0L1,INITIAL,0,08/04/26,US,1,194.45,WB,26/03/26,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.544078346,0.247385615,48.1041329
ONFG6BZ-55I28-0L1,INITIAL,0,08/04/26,US,1,194.45,WB,26/03/26,non-digital,Direct,(direct),(none),(not set),0.114691943,1.00E-05,1.15E-06,0.544078346,2.11E-06,0.000409901
ONFG6BZ-55I28-0L1,INITIAL,0,08/04/26,US,1,194.45,WB,06/04/26,non-digital,EMAIL_TX,email,transactional,EN-US_TXN_OrderOutForDelivery,0.022274882,1.00E-05,2.23E-07,0.544078346,4.09E-07,7.96E-05
ONFG6BZ-55I28-0L1,INITIAL,0,08/04/26,US,1,194.45,WB,06/04/26,non-digital,Email Web Push,email,webpush,20260406_US_BestSellerRemail,0.021800948,1,0.021800948,0.544078346,0.040069501,7.791514483
ONFG6BZ-55I28-0L1,INITIAL,0,08/04/26,US,1,194.45,WB,07/04/26,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.544078346,0.39198425,76.22133734
ONFG6BZ-55I28-0L1,INITIAL,0,08/04/26,US,1,194.45,WB,08/04/26,non-digital,WEB INBOUND,web_inbound,web_inbound,web_inbound,0.077251185,1,0.077251185,0.544078346,0.141985406,27.60906219
ONFG6BZ-55I28-0L1,INITIAL,0,08/04/26,US,1,194.45,WB,08/04/26,non-digital,WEB CHAT,web_chat,web_chat,web_chat,0.004739336,1,0.004739336,0.544078346,0.008710761,1.693807496
ONFG6BZ-55I28-0L1,INITIAL,0,08/04/26,US,1,194.45,WB,08/04/26,non-digital,Direct,(direct),(none),(not set),0.114691943,1.00E-05,1.15E-06,0.544078346,2.11E-06,0.000409901
ONHO0WM-58M64-6F9,INITIAL,0,26/03/26,US,1,0,TM,06/03/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.216589047,3.39E-11,0
ONHO0WM-58M64-6F9,INITIAL,0,26/03/26,US,1,0,TM,20/03/26,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.216589047,4.27E-11,0
ONHO0WM-58M64-6F9,INITIAL,0,26/03/26,US,1,0,TM,26/03/26,non-digital,WEB INBOUND,web_inbound,web_inbound,web_inbound,0.077251185,1,0.077251185,0.216589047,0.356671705,0
ONHO0WM-58M64-6F9,INITIAL,0,26/03/26,US,1,0,TM,26/03/26,non-digital,WEB CHAT,web_chat,web_chat,web_chat,0.004739336,1,0.004739336,0.216589047,0.0218817,0
ONHO0WM-58M64-6F9,INITIAL,0,26/03/26,US,1,0,TM,26/03/26,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.216589047,0.621440271,0
ONHO0WM-58M64-6F9,INITIAL,0,26/03/26,US,1,0,TM,26/03/26,non-digital,Direct,(direct),(none),(not set),0.114691943,1.00E-05,1.15E-06,0.216589047,5.30E-06,0
ONHO0WM-58M64-6F9,INITIAL,0,26/03/26,US,1,0,TM,26/03/26,non-digital,EMAIL_TX,email,transactional,EN-US_TXN_OrderConfirmed,0.022274882,1.00E-05,2.23E-07,0.216589047,1.03E-06,0
ONNN1CF-87W84-0A6,INITIAL,0,07/05/25,US,1,282.48,WB,01/05/25,non-digital,Email POC,email,poc,20250501_US_3DK_UFW_C,0.039336493,1,0.039336493,0.32985782,0.119252874,33.68655172
ONNN1CF-87W84-0A6,INITIAL,0,07/05/25,US,1,282.48,WB,01/05/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.32985782,0.646551724,182.637931
ONNN1CF-87W84-0A6,INITIAL,0,07/05/25,US,1,282.48,WB,07/05/25,non-digital,WEB INBOUND,web_inbound,web_inbound,web_inbound,0.077251185,1,0.077251185,0.32985782,0.234195402,66.15551724
ONXP7UQ-42B45-1E5,INITIAL,0,07/05/25,US,1,208.49,WB,01/05/25,non-digital,Email POC,email,poc,20250501_US_3DK_UFW_C,0.039336493,1,0.039336493,0.32985782,0.119252874,24.86303161
ONXP7UQ-42B45-1E5,INITIAL,0,07/05/25,US,1,208.49,WB,01/05/25,non-digital,TM_OTHERS,tm_others,tm_others,tm_others,0.213270142,1,0.213270142,0.32985782,0.646551724,134.799569
ONXP7UQ-42B45-1E5,INITIAL,0,07/05/25,US,1,208.49,WB,07/05/25,non-digital,WEB INBOUND,web_inbound,web_inbound,web_inbound,0.077251185,1,0.077251185,0.32985782,0.234195402,48.82739943
ONDT4FY-11I63-7J5,INITIAL,0,24/10/25,US,1,91.8,MO,26/09/25,desktop,MO_Acquisition,mo_acquisition,mo_acquisition,mo_acquisition,0.005349978,1,0.005349978,0.005349978,1,91.79999999
ONDT4FY-11I63-7J5,INITIAL,0,24/10/25,US,1,91.8,MO,24/10/25,desktop,MO_Acquisition,mo_acquisition,mo_acquisition,mo_acquisition,0.005349978,1.00E-10,5.35E-13,0.005349978,1.00E-10,9.18E-09
ONMJ2WO-83U97-4M2,INITIAL,0,17/04/25,US,1,394.58,TM,28/03/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.092417062,1,394.58
ONWN4AQ-41Z82-0C5,INITIAL,0,05/10/25,US,1,438.19,WB,05/09/25,desktop,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.016495765,1.00E-10,1.65E-12,3.38E-06,4.88E-07,0.000213892
ONWN4AQ-41Z82-0C5,UPDATE,0,08/10/25,US,-1,-438.19,WB,19/09/25,desktop,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.024520731,1.00E-10,2.45E-12,3.38E-06,-7.26E-07,-0.000317948
ONWN4AQ-41Z82-0C5,INITIAL,0,05/10/25,US,1,438.19,WB,19/09/25,desktop,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.024520731,1.00E-10,2.45E-12,3.38E-06,7.26E-07,0.000317948
ONWN4AQ-41Z82-0C5,UPDATE,0,08/10/25,US,-1,-438.19,WB,04/10/25,desktop,Direct,(direct),(none),(not set),0.337940259,1.00E-05,3.38E-06,3.38E-06,-0.999999274,-438.1896821
ONWN4AQ-41Z82-0C5,INITIAL,0,05/10/25,US,1,438.19,WB,04/10/25,desktop,Direct,(direct),(none),(not set),0.337940259,1.00E-05,3.38E-06,3.38E-06,0.999998786,438.1894682
ONUX5BV-08X28-5Z7,INITIAL,0,04/03/26,US,1,166.62,MO,20/02/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1,0.073459716,0.073459716,1,166.62
ONLL2BC-20B76-4L7,INITIAL,0,08/08/25,US,1,365.95,TM,01/08/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,7.35E-12,1,365.95
ONUE1GS-41E53-5T4,INITIAL,0,16/05/25,US,1,137.37,WB,24/04/25,desktop,Paid Search - NonBrand,google,cpc,NB-Writing-Pens,0.060187249,1,0.060187249,0.060190629,0.999943855,137.3622874
ONUE1GS-41E53-5T4,INITIAL,0,16/05/25,US,1,137.37,WB,15/05/25,desktop,Direct,(direct),(none),(not set),0.337940259,1.00E-05,3.38E-06,0.060190629,5.61E-05,0.007712638
ONCS4CH-50B61-0S0,INITIAL,0,12/04/25,US,1,191.64,WB,28/03/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.092417062,1,191.64
ONGU8UT-31H42-5P2,INITIAL,0,25/09/25,US,1,203.07,TM,29/08/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1,0.073459716,0.37014218,0.198463508,40.30198463
ONGU8UT-31H42-5P2,INITIAL,0,25/09/25,US,1,203.07,TM,29/08/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.37014218,0.363636364,73.84363636
ONGU8UT-31H42-5P2,INITIAL,0,25/09/25,US,1,203.07,TM,30/08/25,non-digital,Paid Search - Brand,bing,cpc,Brand-US-T2-General,0.019905213,1,0.019905213,0.37014218,0.053777209,10.92053777
ONGU8UT-31H42-5P2,INITIAL,0,25/09/25,US,1,203.07,TM,02/09/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.37014218,0.363636364,73.84363636
ONGU8UT-31H42-5P2,INITIAL,0,25/09/25,US,1,203.07,TM,05/09/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.37014218,2.50E-11,5.07E-09
ONGU8UT-31H42-5P2,INITIAL,0,25/09/25,US,1,203.07,TM,12/09/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.37014218,1.98E-11,4.03E-09
ONGU8UT-31H42-5P2,INITIAL,0,25/09/25,US,1,203.07,TM,19/09/25,non-digital,Organic Search,aol,organic,(organic),0.007582938,1,0.007582938,0.37014218,0.020486556,4.160204865
ONPY4OA-17K41-6T2,INITIAL,0,04/09/25,US,1,111.44,TM,08/08/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.381516588,1.93E-11,2.15E-09
ONPY4OA-17K41-6T2,INITIAL,0,04/09/25,US,1,111.44,TM,15/08/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1,0.092417062,0.381516588,0.242236025,26.99478261
ONPY4OA-17K41-6T2,INITIAL,0,04/09/25,US,1,111.44,TM,29/08/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.381516588,1.93E-11,2.15E-09
ONPY4OA-17K41-6T2,INITIAL,0,04/09/25,US,1,111.44,TM,29/08/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.381516588,0.352795031,39.31547826
ONPY4OA-17K41-6T2,INITIAL,0,04/09/25,US,1,111.44,TM,30/08/25,non-digital,Paid Search - Brand,bing,cpc,Brand-US-T2-General,0.019905213,1,0.019905213,0.381516588,0.052173913,5.814260869
ONPY4OA-17K41-6T2,INITIAL,0,04/09/25,US,1,111.44,TM,02/09/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.381516588,0.352795031,39.31547826
ONVW1IL-49F99-7R6,UPDATE,0,25/09/25,US,-1,-203.07,TM,29/08/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1,0.073459716,0.37014218,-0.198463508,-40.30198463
ONVW1IL-49F99-7R6,INITIAL,0,24/09/25,US,1,203.07,TM,29/08/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1,0.073459716,0.37014218,0.198463508,40.30198463
ONVW1IL-49F99-7R6,UPDATE,0,25/09/25,US,-1,-203.07,TM,29/08/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.37014218,-0.363636364,-73.84363636
ONVW1IL-49F99-7R6,INITIAL,0,24/09/25,US,1,203.07,TM,29/08/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.37014218,0.363636364,73.84363636
ONVW1IL-49F99-7R6,UPDATE,0,25/09/25,US,-1,-203.07,TM,30/08/25,non-digital,Paid Search - Brand,bing,cpc,Brand-US-T2-General,0.019905213,1,0.019905213,0.37014218,-0.053777209,-10.92053777
ONVW1IL-49F99-7R6,INITIAL,0,24/09/25,US,1,203.07,TM,30/08/25,non-digital,Paid Search - Brand,bing,cpc,Brand-US-T2-General,0.019905213,1,0.019905213,0.37014218,0.053777209,10.92053777
ONVW1IL-49F99-7R6,UPDATE,0,25/09/25,US,-1,-203.07,TM,02/09/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.37014218,-0.363636364,-73.84363636
ONVW1IL-49F99-7R6,INITIAL,0,24/09/25,US,1,203.07,TM,02/09/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.134597156,1,0.134597156,0.37014218,0.363636364,73.84363636
ONVW1IL-49F99-7R6,INITIAL,0,24/09/25,US,1,203.07,TM,05/09/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.37014218,2.50E-11,5.07E-09
ONVW1IL-49F99-7R6,UPDATE,0,25/09/25,US,-1,-203.07,TM,05/09/25,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.092417062,1.00E-10,9.24E-12,0.37014218,-2.50E-11,-5.07E-09
ONVW1IL-49F99-7R6,INITIAL,0,24/09/25,US,1,203.07,TM,12/09/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.37014218,1.98E-11,4.03E-09
ONVW1IL-49F99-7R6,UPDATE,0,25/09/25,US,-1,-203.07,TM,12/09/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.073459716,1.00E-10,7.35E-12,0.37014218,-1.98E-11,-4.03E-09
ONVW1IL-49F99-7R6,UPDATE,0,25/09/25,US,-1,-203.07,TM,19/09/25,non-digital,Organic Search,aol,organic,(organic),0.007582938,1,0.007582938,0.37014218,-0.020486556,-4.160204865
ONVW1IL-49F99-7R6,INITIAL,0,24/09/25,US,1,203.07,TM,19/09/25,non-digital,Organic Search,aol,organic,(organic),0.007582938,1,0.007582938,0.37014218,0.020486556,4.160204865
ONKD1CY-59W35-2Z6,INITIAL,0,28/03/26,US,1,178.73,WB,27/03/26,desktop,Direct,(direct),(none),(not set),0.337940259,1.00E-05,3.38E-06,3.38E-06,1,178.73
ONJM0CF-99N17-0Q5,INITIAL,0,02/02/26,DE,1,665.57,TM,23/01/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.138452589,1.00E-10,1.38E-11,0.128563118,1.08E-10,7.17E-08
ONJM0CF-99N17-0Q5,INITIAL,0,02/02/26,DE,1,665.57,TM,29/01/26,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.128563118,1,0.128563118,0.128563118,1,665.5699999
ONRT5DT-36L79-8A9,INITIAL,0,12/09/25,DE,1,218.0787,TM,05/09/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.138452589,1.00E-10,1.38E-11,0.128563118,1.08E-10,2.35E-08
ONRT5DT-36L79-8A9,INITIAL,0,12/09/25,DE,1,218.0787,TM,12/09/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.128563118,1,0.128563118,0.128563118,1,218.0787
ONVA1FD-58R80-8D5,INITIAL,0,12/09/25,DE,1,150.2787,TM,29/08/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.138452589,1,0.138452589,0.267015707,0.518518519,77.92228889
ONVA1FD-58R80-8D5,INITIAL,0,12/09/25,DE,1,150.2787,TM,05/09/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.138452589,1.00E-10,1.38E-11,0.267015707,5.19E-11,7.79E-09
ONVA1FD-58R80-8D5,INITIAL,0,12/09/25,DE,1,150.2787,TM,12/09/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.128563118,1,0.128563118,0.267015707,0.481481482,72.35641111
ONZA4RP-56H46-5Z6,INITIAL,0,12/09/25,DE,1,218.0787,TM,05/09/25,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.138452589,1.00E-10,1.38E-11,0.128563118,1.08E-10,2.35E-08
ONZA4RP-56H46-5Z6,INITIAL,0,12/09/25,DE,1,218.0787,TM,12/09/25,non-digital,TM_CRM,tm_crm,tm_crm,tm_crm,0.128563118,1,0.128563118,0.128563118,1,218.0787
ONAG5OY-79L91-9O5,INITIAL,0,13/02/26,DE,1,145.7587,TM,23/01/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.138452589,1.00E-10,1.38E-11,0.171029668,8.10E-11,1.18E-08
ONAG5OY-79L91-9O5,INITIAL,0,13/02/26,DE,1,145.7587,TM,06/02/26,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.057591623,1,0.057591623,0.171029668,0.336734694,49.08201122
ONAG5OY-79L91-9O5,INITIAL,0,13/02/26,DE,1,145.7587,TM,13/02/26,non-digital,TM_TA,tm_ta,tm_ta,tm_ta,0.113438045,1,0.113438045,0.171029668,0.663265306,96.67668877
ONHZ9SY-15D82-7O2,INITIAL,0,13/02/26,DE,1,110.1637,MO,23/01/26,non-digital,MO_Returning Sampled,mo_returning sampled,mo_returning sampled,mo_returning sampled,0.138452589,1.00E-10,1.38E-11,0.113438045,1.22E-10,1.34E-08
ONHZ9SY-15D82-7O2,INITIAL,0,13/02/26,DE,1,110.1637,MO,06/02/26,non-digital,MO_Returning Non-Sampled,mo_returning non-sampled,mo_returning non-sampled,mo_returning non-sampled,0.057591623,1.00E-10,5.76E-12,0.113438045,5.08E-11,5.59E-09
ONHZ9SY-15D82-7O2,INITIAL,0,13/02/26,DE,1,110.1637,MO,13/02/26,non-digital,TM_TA,tm_ta,tm_ta,tm_ta,0.113438045,1,0.113438045,0.113438045,1,110.1637
